Index,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
1,-0.9398867385591119,1.0184398151835623,2.8297695867054102,-0.10380782517743113,-0.4871376460855219,0.4007070048441653,-0.7244199406099844,1.315424209608472,-1.5288550794923992,-0.8823332161517803,-0.5454306927522736,7.178331994565104e-07,1.9197591470887867e-07
2,-1.0757239166252364,0.8647228509410668,2.843723039954308,0.21264341662270297,-1.2560216563406683,-0.18244640708090226,-0.8626219945822736,-0.8226654622788838,0.5994104805898905,-0.6186592033536749,0.506741210381552,1.3158623404034146e-06,1.4292508106909126e-06
3,-1.1713028869015478,0.5270383296158245,1.280295576390856,-0.44449088256813374,0.6141282921983813,0.8756009880821946,-0.673092171102247,-1.4211802219560068,1.402594353374004,0.44374299886390545,0.4582597256145474,-1.1252169544710936e-07,2.823481425574032e-07
4,-1.2216952318008065,0.36861696952427164,0.6253721188911683,-1.180422355723177,1.9421205427085853,-3.833448107772143,2.427120764240395,0.29576926519822294,0.32573146292820665,0.03193174681319165,-0.10235791394971142,1.5125352877290493e-07,-1.354060354611952e-07
5,-1.28031645373387,0.2015682390363088,0.14669066781865459,0.08544650551316495,-0.4643449376436839,0.8483042775397329,0.7137720703539041,-0.6813422053827121,1.325516814273104,0.87905455438751,-1.314580061567164,-1.8822602131457115e-07,-6.954818599243806e-08
6,-1.3361603423588124,0.005155169844538841,-0.5812014816432977,-1.0942770038181153,2.8339069337261815,2.2922800451496186,-0.31732442380759857,1.9950883105797763,-0.22237735576196752,-0.02447993407264062,-0.21263389724405762,-1.2216239423909492e-06,-1.2219483577442934e-06
7,-1.433204218914517,-0.16784317805892532,-0.9844953513379727,-0.2533033761601222,0.1432742936551191,0.3512063186624844,-0.4883110845138171,-1.3175194821687088,-0.4744098263059793,1.0149768498380904,-0.022958224890083614,-1.060545108127893e-06,-1.0854644158724994e-06
8,-1.404782106613841,-0.22162972921638577,-1.1250904019969195,-0.3886930337901066,0.05273095930289465,0.3520453947837062,-0.2711399227377389,-1.5422832329877092,-0.9882963247475106,1.7250252123483516,-0.629062310740576,-1.5996380307445242e-06,-1.7504379657895755e-06
9,-1.2701467486221107,-0.19930148290634256,-1.168711518864416,0.004978768058637526,-0.15688664742485772,-0.09504888536685197,-0.3190388766770262,0.830947278070816,0.8320866309584125,-0.17541912690357456,1.0750606131688336,3.503946037985452e-07,8.844369827176847e-07
10,-1.246001929035111,-0.2378977800551092,-1.3358552202669016,0.42074771800182464,-1.2181176842876396,0.5906288097107749,1.2236175965807377,-0.19051620758960294,1.0246970781650675,-1.5531973392373122,0.3443990683529006,9.114612478325386e-07,1.0919957927980948e-06
11,-1.0753457783994425,-0.6164360197218642,-1.0995727864310454,1.1782569829005693,-1.377382321603886,-0.25091363956184576,0.6661078568192925,0.03638840901293534,-0.01871688562566274,-2.454154766031664,0.7513654529190652,1.4464609701936954e-06,1.234818692923696e-06
12,-0.8217177055977676,-1.5032447286839625,-0.24135303471238387,1.1595158753825299,-0.21522905319033483,-0.4592514560972554,-0.3874637925090078,0.6930234968803093,-1.7985460980972408,-0.5626344922171765,-0.08841634204186213,2.0030581793132023e-07,-4.091592768645469e-07
13,-0.19717494491314413,0.31690659747136984,-0.5982494462932161,0.6486081615555562,-1.1414773011168113,-0.898740981474879,-0.7029470098842296,0.25490871027500356,-1.9757606104257994,1.0815580889067447,-0.4121203825279371,-5.033619017250583e-07,-7.742944916789765e-07
14,0.11119851917838003,0.5450741336813877,-0.632889797381403,0.37520690242171995,-0.35443677410672825,-0.8507536029341989,-0.33584947425953693,1.1108704878188873,-0.4718581827026594,1.434227523792798,-0.24531668985020988,-3.852653083838967e-07,-1.559375285664466e-07
15,0.41034706906508295,0.8136459960829479,-0.3233936173556941,0.538412888616248,-0.8610284722617466,-0.6226667688824195,-0.7733399108330753,0.8289016423705059,-0.37220116786480895,0.8807069373466383,0.4790639676720877,5.814388996463413e-08,4.573707067333166e-07
16,0.6597412836439738,1.016579844340708,-0.31327661830410974,0.23224226219338304,-0.031135509828297023,-0.21880914362007686,-0.9472231049480404,2.3280169776795305,1.2252238792798513,0.6018146567257594,1.4324388715544802,5.546972342974039e-07,1.6377632693581785e-06
17,0.8034055981299851,1.1150857454664742,-0.29918629466274194,0.21057336352386286,0.28282490134218685,0.23279288242900165,0.34663733047119794,0.9394480801115072,0.2661570839691981,-0.2545716766578596,0.415566918486184,1.4227550767914078e-07,4.915898619087355e-07
18,0.9146919102490693,1.1070117024616564,-0.2503134876692687,0.6405892407785112,-0.49422615597189157,0.33270081270322255,0.6795314231777521,-0.3742636808125849,0.0029443081073683842,0.43352815174977427,-0.685451494855662,-2.2490824033035875e-07,-1.6502523862942672e-07
19,1.032769986425528,1.19415004065377,-0.24143078032844756,0.4172951182392938,0.12388749598971802,0.5821094952520712,0.5560740028630641,-0.6417047848586481,1.0587067736775095,0.11694589376964591,0.20672526292677446,-3.5817016240557126e-08,4.1181996246702116e-07
20,1.0722298320857726,1.1958918740213846,-0.22613334454177614,0.4825131790673927,0.12448466785508269,0.8084688964774187,0.840451476892464,0.10233653386957288,-0.10216107568859084,-0.17583952843265335,-0.5651168954054531,-2.0656665511865488e-07,-2.1472715909733031e-07
21,1.0584936806154648,1.1915547467300251,-0.22974518968551866,0.3944849811805644,0.17727393253140375,0.20302893102242373,0.7109053130378562,-1.0247698209495293,-0.05999019722809147,0.24536464822579815,-0.2576824071406992,-4.392553595094374e-07,-4.077568524721117e-07
22,1.007459710869625,0.9734159077694035,-0.15178187757079953,0.31448259329444406,0.6753846140621043,-0.4252780010294277,0.7747708876864031,-1.2036416235909366,-0.961162905434325,-0.7450408503302589,0.3583129809917621,-2.797590884730668e-07,-5.749819370260853e-07
23,0.858101909690131,-0.1242834581854948,0.19556335967324726,1.1862981137993767,1.7927563601663656,0.6539652161636405,0.0059236525553119255,-0.7962297074819499,-1.0011356135643505,-0.9354181553342845,-0.28006473937729154,-4.2972928619569603e-07,-1.089110719292831e-06
24,0.6890586325849949,-2.211744509637279,1.0710440284415907,2.121007199286854,1.062284388263062,0.20203610692414228,0.44756939949000696,0.30147141865188837,0.32053357220067014,-0.045205585907301234,-1.2792770638393023,3.6372764422818376e-07,-1.5285219490308912e-07
25,0.7380953289150018,-2.006338193030824,0.9988412034676455,-0.09984811910263443,-1.04774579229379,0.19383349614598375,1.044414674185232,0.589038805351099,0.6335570233988931,2.4832378435664144,0.30965259659968775,-1.8500060353434927e-07,8.171767088564924e-07
26,0.8602999212948252,-1.645050350891618,0.8855450726488461,-0.8564097812226579,-0.14383918137993867,0.5625747458305123,0.893690442450673,-0.7029502972903882,-0.9943751394441985,0.3415491210126069,1.677369801562718,-3.4575985122202553e-07,1.508007345469811e-07
27,0.9448404965106275,-0.5421129805154856,-0.108403779722328,-2.4002193817809623,-0.7229798300901602,0.4985316124439919,0.393052029013735,-0.2858460084020813,-0.35267578783244485,-0.3736496372871273,2.1602422511890773,-1.5779760950922454e-07,5.621037603603775e-07
28,0.9549305537158694,-0.5385219341580744,-0.10580377473023689,-2.7334842913341673,-1.1636468220683436,0.5653582307358473,0.6632665217815484,0.9031987500352342,-0.5457023677471062,-1.2094139987659573,-2.4716679711287615,-1.0436525213803557e-07,-1.1141860674295724e-06
29,0.7932905568213003,-1.472429763205069,0.16144695513432636,0.619596237862674,1.1101428401455269,-0.4570748656869873,-1.23267835202186,-0.1668769560010237,1.0220741628393295,-0.41399376367828317,1.2026701576289143,4.45911645754719e-07,6.419297567777894e-07
30,0.8213097461875292,-0.09498090113613333,-0.626515508003557,-1.238253720032198,0.696236235865118,-1.1951589716416924,-2.8063819277412905,-1.3700490232377973,-0.44822947381028583,-0.7794760704112977,-0.1119145916065254,-4.448125058719604e-07,-1.3159107920374521e-06
31,0.7431942660921587,-0.8730429534221748,-0.39488829762413014,-0.44968973758966096,-0.4958006721172075,-1.056582433752136,-1.545073455371849,0.017006339474782518,2.27722046801174,-0.5101768825741896,-2.1538172001311637,7.142242020417295e-07,1.022171344927632e-08
