Index,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
1,0.9760220470494841,0.0168383265874198,0.00713960108990335,5.046342642128762e-09,7.754925235574049e-09,1.979300348527998e-09,4.868240778097075e-09,3.165268302674922e-09,2.281186314524021e-09,1.6443741318583523e-10,1.3491826234144414e-11,7.798628738733482e-29,2.9753067690228897e-36
2,0.985091623066936,0.009352946587314394,0.005555367378335778,1.6314990556937693e-08,3.972234480464119e-08,3.1615121531832316e-10,5.318616846453339e-09,9.53875711158197e-10,2.7017376442282897e-10,6.228804890814083e-11,8.972850559644751e-12,2.0191029975524333e-28,1.2706371438850696e-34
3,0.9960763686417915,0.0029631812520780894,0.0009603685140032862,6.07978035928343e-08,8.099124307719592e-09,6.210348095848079e-09,2.7617601636245632e-09,2.4278553203369303e-09,1.2616471592590472e-09,2.7330276899257853e-11,6.25836083891742e-12,1.2591843727139762e-30,4.229156482026278e-36
4,0.9984526748588085,0.0013355863798987157,0.0002111261222318933,3.9507954529281114e-07,7.463108160432788e-08,1.0968068460888117e-07,3.308774511406619e-08,9.688980802647872e-11,6.26961220314512e-11,1.3039888428684407e-13,2.876918696682463e-13,2.0964057358779535e-30,8.96205175165565e-37
5,0.9996253412766067,0.0003640545077044644,1.0589386236273085e-05,1.887118544721438e-09,3.889105090642416e-09,4.896155085862723e-09,2.60858130307867e-09,4.687091924834588e-10,9.464389791985853e-10,9.00867780574334e-11,4.3257328485707476e-11,2.959542011785005e-30,2.155280961512286e-37
6,0.9998466643432982,2.186864170446586e-07,0.0001526626814012938,2.842357877533482e-07,1.3303106229379466e-07,3.283226484972059e-08,4.734846675701002e-10,3.690717282490185e-09,2.4463404865593642e-11,6.415987790458183e-14,1.039355824092248e-12,1.1448640002610133e-28,6.110146539426446e-35
7,0.9994180252800415,0.00020139932756354665,0.0003805586305155086,1.3231861463474385e-08,2.9541545958174485e-10,6.6958376015807e-10,9.74107440801937e-10,1.3983484244490257e-09,9.672926911758727e-11,9.58230720106948e-11,1.0526661128040481e-14,7.496385177909975e-29,4.188821740345337e-35
8,0.9991173850787511,0.00036540477626138015,0.0005171739433126227,3.2420526485826915e-08,4.1638547518684345e-11,7.000759615183307e-10,3.125130744421199e-10,1.993871383283554e-09,4.368099026516298e-10,2.8801577185358305e-10,8.223731510609078e-12,1.774616866566148e-28,1.1335004741186482e-34
9,0.9989560835380786,0.00036139260392448804,0.0006825216895070966,6.505644836281209e-12,4.5079200393674823e-10,6.241398309911946e-11,5.291861661873381e-10,7.078737651744591e-10,3.786999217567529e-10,3.6426653853421855e-12,2.937565135342483e-11,1.0413962125947653e-29,3.539175167706071e-35
10,0.9985388568548267,0.0005348449810155282,0.000926210154016393,4.825908072726309e-08,2.822745223753965e-08,2.503260477411426e-09,8.085402435565696e-09,3.8651084081632215e-11,5.965379374199755e-10,2.966249036805651e-10,3.1313707090851664e-12,7.319249277498665e-29,5.60401314823171e-35
11,0.994359326516117,0.004801121575008642,0.0008389928544882658,5.059820304175133e-07,4.825271299157523e-08,6.040110316760748e-10,3.2034567734533536e-09,1.8851395343124635e-12,2.660932071098681e-13,9.900970602330834e-10,1.9926569432184935e-11,2.4644675419995724e-28,9.580389106349366e-35
12,0.953066918563892,0.046865913916057655,6.635090443402567e-05,8.043396357690069e-07,1.933951330845714e-09,3.321455494290245e-09,1.7791928667887381e-09,1.1223913427734062e-09,4.0331166668691215e-09,8.54196142397173e-11,4.5292490401890326e-13,7.757607703178212e-30,1.7266033747104535e-35
