Index,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
1,-435222.62261173147,57165.11901299604,37223.62130703025,-31.294643991881404,-38.79452647750384,19.599161801381698,-30.73743848601891,24.78488522188631,-21.040789251931244,-5.649135160798281,-1.6181434411894413,3.890368772959693e-09,7.598843896075487e-13
2,-498123.193989883,48536.971895971845,37407.16913442316,64.10499409895722,-100.02668813379249,-8.923718850011069,-36.60140894635408,-15.500451420656944,8.249355852405639,-3.9609632667569232,1.5033623462252237,7.131447476231205e-09,5.657300195834039e-12
3,-542381.8566601924,29582.70914758863,16841.384514321777,-133.99937725148607,48.90777069627591,42.82691650360975,-28.559579940959843,-26.77751285365098,19.303132514750505,2.841062912913099,1.3595310627325563,-6.098225751878673e-10,1.117598248141774e-12
4,-565716.4645515995,20690.50386572615,8226.328757982845,-355.85850410866846,154.6660321205908,-187.4995166372139,102.98374051680558,5.572808556018228,4.48286247410131,0.20444289115040978,-0.30366788908739556,8.197336172018604e-10,-5.359679247349341e-13
5,-592861.524593116,11314.04350258419,1929.6121824937156,25.759310204354296,-36.979367377716926,41.491794731093584,30.285644935543488,-12.837674899007459,18.242356854563027,5.628143540950074,-3.8999989051027804,-1.020109735987514e-09,-2.752875585529473e-13
6,-618720.5166046905,289.36015000764235,-7645.295206159563,-329.8885147093494,225.68585790620867,112.11874750339815,-13.464206891771228,37.59094170842783,-3.060456899906293,-0.15673268757456485,-0.6308265207148763,-6.620713058933397e-09,-4.8367498775278655e-12
7,-663657.5167029492,-9421.052777211584,-12950.341366627821,-76.3626341783342,11.410036615756379,17.17801131979358,-20.71924181110506,-24.82436380950444,-6.529040788917393,6.49838553604935,-0.0681107636971831,-5.7477302165736385e-09,-4.296515353745264e-12
8,-650496.4136166039,-12440.096762310148,-14799.770008436244,-117.17816160578127,4.199372832912169,17.219051751991408,-11.50457935936655,-29.05930469427626,-13.601377243927294,11.044467557100628,-1.8662555403471912,-8.669398193840801e-09,-6.9286321005265854e-12
9,-588152.3553407514,-11186.810275827827,-15373.575007576068,1.5009347671709654,-12.494093294571476,-4.648979081537107,-13.536951837978584,15.656495267449866,11.451549382403375,-1.12312031274254,3.1894103195808756,1.898998577752506e-09,3.500802992802135e-12
10,-576971.8893632753,-13353.22392843285,-17572.232408550237,126.84159428981356,-97.00810260826398,28.888513218232337,51.918602038537465,-3.5896574683104134,14.10234073716082,-9.944340233513866,1.021737685488322,4.9397553345474825e-09,4.322368031024751e-12
11,-497948.09383835614,-34600.6095853063,-14464.10378919881,355.2057154438701,-109.69157357164433,-12.272550667934222,28.263232589645124,0.6856210598869056,-0.2575901739704616,-15.71271683423201,2.22909545746727,7.839239803908596e-09,4.887693595163881e-12
12,-380503.4374939878,-84377.26269115783,-3174.8287944164604,349.55588811352993,-17.140348872266486,-22.46265597246225,-16.440249391502014,13.057770794230123,-24.752397998711324,-3.602265260424227,-0.2623070646190823,1.0855774011457788e-09,-1.6195455967690868e-12
13,-91303.55086186287,17787.996001697244,-7869.549146538867,195.53402136511392,-90.90463801656466,-43.95872720096081,-29.82633313082718,4.802924471114542,-27.191303593038135,6.924671673516432,-1.2226482719610121,-2.7280201381761437e-09,-3.0648339302261156e-12
14,51491.42887317345,30595.060462346657,-8325.218511602081,113.11253669474941,-28.22653294849343,-41.611594794806074,-14.25023246450379,20.93073651515578,-6.493923925309027,9.182636429102544,-0.7277874127184728,-2.0879838466320527e-09,-6.172362501374955e-13
15,190014.7328957239,45670.02340943056,-4254.014744562378,162.3137720213911,-68.57033557857842,-30.455536349847716,-32.81313310895266,15.617951924802195,-5.122399393777901,5.638722916748966,1.421251549462877,3.1511662323236053e-10,1.8103774155078718e-12
16,305498.8648450878,57060.7186812265,-4120.932763884859,70.0134012324075,-2.4795606952791185,-10.702273126219586,-40.191069141967986,43.86389817438724,16.86208050466118,3.8531161191243286,4.249653706164714,3.0062371040954718e-09,6.4826399923403806e-12
17,372023.8589333899,62589.86382793496,-3935.584503099281,63.48094119483592,22.523527409110613,11.386238108591089,14.707965677124548,17.700839521887417,3.662973153455326,-1.6298942204890312,1.232873199948689,7.71076334517529e-10,1.945824624512141e-12
18,423555.9410814022,62136.66706323141,-3292.6972276534107,193.11658057500205,-39.35903917054365,16.272880136341826,28.832800076783474,-7.051780181559513,0.04052088861192727,2.77566239195539,-2.033546801441097,-1.2189126883863938e-09,-6.532074761353506e-13
19,478233.0078790992,67027.74987350927,-3175.851483113177,125.80074905266329,9.866116449889395,28.471821170191102,23.59445053691577,-12.090836798412539,14.570397419182786,0.748745653355798,0.6132972214034401,-1.9411389948020308e-10,1.6300771963087464e-12
20,496505.2281494203,67125.51913810008,-2974.6245141871914,145.4618487045222,9.913673849586734,39.543388365790285,35.66070468699879,1.9281986962350255,-1.4059865399589846,-1.1258119319812787,-1.6765470113010277,-1.119508634062608e-09,-8.499389960989283e-13
