Index,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13
1,2.944623604397614,3.4573988571704413,26.691986379475097,0.03592021522689298,0.7910102874456728,0.5352203457705879,1.7492808345112547,5.7678028374135195,7.7913261802984035,2.5950396810820906,0.9916488019874637,3.9359260214011327,0.16997238202261014
2,3.8572731493317947,2.492485363132165,26.95586909322195,0.15072407544325178,5.258634670654936,0.11095563818909715,2.480389018457015,2.255928209421743,1.1976430808032485,1.27579736631382,0.8559555143299082,13.22576377847415,9.42110326377644
3,4.573168176213,0.9258980029474649,5.463855876419719,0.6585738156206484,1.2571785309281154,2.5555903011016285,1.5101769026637974,6.732510744263015,6.557569733721605,0.6563594968023412,0.7000065870677674,0.09671022216073362,0.367667074732768
4,4.975130798016088,0.452928234070861,1.3036342902880362,4.6446564596367566,12.572774008033441,48.9844146499377,19.636384014023047,0.29159819411965276,0.3536699531378037,0.0033987881818054056,0.03492380849379007,0.17474746222794324,0.08455920960379218
5,5.46403407233891,0.1354325166273289,0.07172717341693945,0.024337017681370615,0.7187207370509304,2.398733824307277,1.6982352280576722,1.5474240027859103,5.856649416401922,2.5757896986310254,5.760402460900033,0.2706195520264287,0.02230778670745181
6,5.95108153497473,8.85859204201424e-05,1.1259838742144943,3.9914738702837584,26.770095030066432,17.51515935130318,0.33564929981608344,13.267924556706754,0.16483896118560223,0.0019975572406691366,0.15071058085732864,11.39921428693232,6.886373494338988
7,6.846914443714568,0.0939044414030674,3.2307703226867734,0.2138753345803837,0.06842507740789905,0.41115292756150085,0.7948257175302054,5.786191952980284,0.7502156109855042,3.433926685690329,0.0017569336336789323,8.591285200853461,5.433955170881964
8,6.5780425568747365,0.16373245624176222,4.219428042218432,0.5036075817231799,0.00926851356334349,0.41311986662803757,0.24505619234075815,7.928791902516654,3.255765418364527,9.919039944123426,1.3190646359809721,19.54534261593677,14.131176416090083
9,5.377575876784397,0.13240360362889103,4.552955381087683,8.262710460569595e-05,0.08204473380069109,0.030114302031602168,0.3392860161044644,2.301577929777637,2.307893871398885,0.10257290027869254,3.852517739956677,0.9378095796435136,3.6076023257602206
10,5.175069357197391,0.1886511791838311,5.9483638983808245,0.5900954740124649,4.946035642580077,1.1628079695345155,4.990800075540099,0.12098808451441438,3.5000136733331386,8.041406582045012,0.3953690609411715,6.345652177762335,5.499545505211294
